9	9
8	9
12	12
15	15
3	3
1	2
9	9
12	12
4	4
7	7
4	4
3	3
11	12
12	12
8	8
3	3
21	21
3	4
6	6
1	1
29	29
10	11
5	6
21	21
46	46
3	3
18	18
8	8
10	10
8	8
5	6
16	16
7	7
1	1
6	7
6	7
6	6
11	11
11	11
12	13
8	8
11	11
4	4
6	6
2	2
8	8
4	4
3	4
11	12
3	4
4	7
5	5
1	1
6	7
2	2
10	11
1	2
7	7
12	12
3	3
4	6
12	12
4	6
7	7
13	13
20	23
18	19
12	13
8	8
3	3
11	12
1	1
3	3
4	4
10	10
13	13
4	4
20	24
10	10
8	8
5	5
1	1
11	12
10	10
39	39
7	8
34	34
4	4
3	3
6	6
10	10
16	16
9	9
7	8
15	15
5	5
5	5
4	4
12	12
1	1
3	3
5	5
20	20
8	8
9	10
7	10
29	29
1	2
2	2
6	6
12	12
7	7
14	14
2	2
5	5
4	5
8	8
9	9
15	16
11	11
6	6
6	6
4	4
5	6
9	10
6	6
14	14
11	11
6	6
13	14
2	2
15	15
4	4
4	4
8	8
30	30
2	2
7	7
3	3
14	14
8	8
6	6
16	16
2	2
16	16
9	9
11	11
21	21
7	7
4	4
4	4
5	5
6	6
12	13
18	19
4	4
21	21
12	12
1	1
1	1
7	7
1	1
4	4
21	21
16	16
19	19
7	9
2	3
6	6
14	14
8	8
11	11
6	6
5	5
4	5
8	8
3	3
5	5
2	3
16	16
1	1
8	8
3	3
3	3
8	8
1	1
4	4
3	3
9	9
12	12
6	6
3	3
4	4
7	7
7	8
8	8
6	6
17	17
2	2
16	16
8	8
5	5
8	9
13	13
3	3
3	3
7	8
6	6
2	2
7	7
11	11
4	4
2	2
11	12
1	1
3	3
1	2
5	5
6	6
1	2
10	12
1	3
7	8
11	11
2	2
9	9
5	5
13	14
16	16
5	5
12	15
20	20
6	6
11	11
17	19
4	4
11	11
7	7
9	9
1	1
14	14
13	13
8	8
3	3
9	9
16	16
6	6
7	7
5	5
8	8
6	6
15	15
1	1
2	2
11	11
8	9
3	3
16	16
7	7
8	9
1	1
9	9
7	7
6	6
9	9
18	18
4	4
11	11
1	1
14	14
7	7
12	12
5	5
10	10
19	20
6	6
5	5
4	4
12	13
3	3
1	2
6	6
7	9
10	10
5	5
15	16
7	7
9	9
12	12
10	10
6	6
1	1
3	3
7	7
8	8
10	10
8	9
5	5
10	11
12	12
7	7
18	22
5	5
5	5
12	12
6	6
9	9
20	20
3	3
10	10
3	4
8	10
10	10
2	2
11	12
5	5
10	10
18	20
9	9
3	3
9	9
10	10
19	19
17	17
16	16
9	9
9	9
8	8
12	12
3	3
10	10
7	7
15	15
15	15
3	4
9	9
16	16
16	16
23	23
10	10
9	9
6	6
14	14
4	4
10	10
3	3
7	7
4	4
3	3
9	9
10	10
6	6
10	10
5	5
3	3
8	9
5	5
25	25
8	8
8	9
1	1
8	9
3	3
1	1
14	14
21	21
5	5
3	4
14	16
3	3
5	5
8	8
7	7
13	14
1	1
1	1
7	7
1	1
11	11
5	6
15	15
4	5
11	11
6	6
8	8
17	18
4	4
8	9
22	22
10	10
1	1
11	11
6	6
20	20
13	13
3	3
8	8
10	10
14	15
7	7
10	10
8	8
1	2
5	5
1	1
5	5
9	9
3	4
13	13
1	1
1	2
2	2
18	18
3	3
15	15
9	9
1	1
6	6
9	9
18	19
1	1
10	11
6	6
11	12
6	6
17	17
24	24
8	8
14	14
10	10
11	11
12	15
8	8
15	15
13	13
11	13
3	3
12	12
7	7
13	13
8	8
15	16
11	12
23	23
8	8
11	11
3	3
12	13
3	4
10	11
8	8
6	6
21	21
1	2
10	10
8	8
3	3
8	8
8	9
18	18
4	4
12	13
9	9
3	3
13	13
8	8
5	6
6	6
6	6
7	7
6	7
5	5
3	3
3	3
4	4
3	4
23	23
11	11
3	5
9	10
27	28
5	5
8	9
10	10
5	5
5	7
16	17
3	3
8	9
12	12
5	5
3	3
6	7
5	5
18	18
14	14
21	22
9	10
13	13
2	2
3	3
9	9
34	34
3	3
3	3
7	8
15	15
9	9
2	2
14	14
4	4
16	16
19	19
7	7
23	24
4	4
11	11
15	15
1	1
11	11
1	1
6	7
18	18
6	6
20	21
3	3
3	3
3	3
10	10
5	5
21	21
13	14
1	2
21	21
3	3
8	8
16	16
15	15
7	7
6	7
13	13
10	10
7	7
6	6
6	6
16	17
6	6
9	9
27	27
5	5
7	8
3	4
4	4
3	4
7	8
10	10
6	6
4	5
10	10
19	19
11	11
10	10
10	11
17	17
32	32
10	10
14	15
5	5
9	9
6	6
32	33
13	14
2	2
6	6
1	1
8	9
12	12
8	8
6	6
3	3
1	1
3	3
1	1
10	11
14	14
6	6
15	15
1	1
3	3
22	23
11	11
3	3
9	9
18	18
