17	17
7	7
13	13
15	15
3	4
9	10
1	1
17	17
4	4
4	5
13	13
2	2
9	9
12	12
8	9
6	6
6	6
14	14
1	2
6	6
10	10
14	14
12	12
10	10
9	9
6	6
5	5
5	6
5	5
2	2
5	5
5	5
16	16
24	24
7	8
6	6
4	4
7	8
8	9
1	1
10	10
12	12
6	6
8	8
7	8
20	20
10	10
23	24
2	2
9	9
9	9
16	16
5	5
6	6
6	6
12	12
5	5
4	4
17	17
3	3
3	3
14	14
2	2
3	3
11	11
10	10
9	10
5	6
3	3
6	6
6	6
8	9
3	3
16	16
9	9
13	13
13	13
11	11
3	4
13	13
1	2
4	4
7	7
6	7
16	16
4	5
6	7
4	5
12	12
13	13
3	3
15	16
3	3
17	17
15	15
6	6
12	13
8	8
9	9
1	2
5	5
4	4
4	5
12	12
3	3
16	17
5	5
5	5
1	2
5	5
9	9
11	11
6	6
18	18
16	18
17	17
1	2
1	1
3	3
2	3
5	6
3	4
6	6
9	10
2	2
16	16
10	10
1	1
7	7
8	8
8	8
8	8
13	13
7	7
11	11
13	13
9	10
6	6
2	2
12	12
2	2
6	6
1	1
8	8
1	1
17	17
12	13
8	8
5	5
17	17
25	25
1	2
3	3
12	12
11	12
8	8
7	7
11	11
4	4
2	3
1	5
9	9
6	6
16	16
1	2
11	11
8	8
3	3
9	10
14	14
3	3
10	10
9	10
17	17
7	8
14	14
7	7
1	2
7	8
8	8
3	3
8	9
2	2
14	14
3	3
11	11
15	15
5	5
2	3
1	2
3	4
6	6
4	4
15	15
10	11
10	10
20	20
3	4
5	6
9	10
